,actionPosX1,actionPosX2,actionPosY1,actionPosY2
677,177.0,324.0,707.32,584.32
678,652.0,753.0,624.32,557.32
679,484.0,432.0,525.32,731.32
680,458.0,309.0,538.32,178.32
681,396.0,346.0,303.32,235.32
682,392.0,385.0,360.32,542.32
683,618.0,729.0,606.32,565.32
684,333.0,293.0,132.32,91.32
685,681.0,981.0,358.32,411.32
686,765.0,749.0,97.32,105.32
687,691.0,660.0,238.32,386.32
688,446.0,478.0,594.32,600.32
689,835.0,939.0,623.32,620.32
690,367.0,363.0,711.32,561.32
691,65.0,182.0,603.32,403.32
692,606.0,557.0,745.32,693.32
693,888.0,967.0,670.32,684.32
694,295.0,149.0,674.32,690.32
695,452.0,270.0,602.32,85.32
696,116.0,180.0,647.32,536.32
697,345.0,575.0,755.32,769.32
698,752.0,902.0,94.32,154.32
699,244.0,303.0,57.32,83.32
700,683.0,141.0,120.32,124.32
701,154.0,213.0,134.32,77.32
702,319.0,425.0,406.32,392.32
703,906.0,869.0,177.32,112.32
704,402.0,341.0,150.32,72.32
705,363.0,407.0,384.32,398.32
706,556.0,552.0,101.32,153.32
707,760.0,835.0,98.32,83.32
708,885.0,972.0,254.32,118.32
709,853.0,824.0,121.32,211.32
710,762.0,654.0,204.32,250.32
711,788.0,729.0,460.32,429.32
712,942.0,858.0,513.32,446.32
713,669.0,674.0,414.32,432.32
714,1236.0,1121.0,95.32,65.32
715,141.0,126.0,439.32,485.32
716,445.0,364.0,607.32,563.32
717,118.0,172.0,671.32,483.32
718,491.0,550.0,725.32,713.32
719,580.0,354.0,749.32,694.32
720,526.0,502.0,583.32,489.32
721,639.0,440.0,660.32,600.32
722,509.0,557.0,718.32,592.32
723,604.0,707.0,582.32,255.32
724,512.0,518.0,452.32,508.32
725,761.0,560.0,114.32,121.32
726,1045.0,1102.0,42.32,142.32
727,203.0,190.0,195.32,350.32
728,750.0,636.0,194.32,80.32
729,544.0,273.0,36.32,82.32
